Model,MDO4054-3
Firmware Version,2.10

Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,0.02
Horizontal Delay,0.05978
Sample Interval,2e-05
Record Length,10000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,2
Vertical Position,-4.02
,
,
,
Label,
TIME,CH1
4.8700e-02,14.36
4.8720e-02,14.44
4.8740e-02,14.44
4.8760e-02,14.36
4.8780e-02,14.04
4.8800e-02,14.2
4.8820e-02,14.6
4.8840e-02,14.52
4.8860e-02,14.36
4.8880e-02,14.2
4.8900e-02,14.28
4.8920e-02,14.6
4.8940e-02,14.52
4.8960e-02,14.28
4.8980e-02,14.28
4.9000e-02,14.28
4.9020e-02,14.52
4.9040e-02,14.52
4.9060e-02,14.28
4.9080e-02,14.12
4.9100e-02,14.36
4.9120e-02,14.6
4.9140e-02,14.52
4.9160e-02,14.28
4.9180e-02,13.96
4.9200e-02,14.28
4.9220e-02,14.6
4.9240e-02,14.52
4.9260e-02,14.28
4.9280e-02,14.28
4.9300e-02,14.28
4.9320e-02,14.6
4.9340e-02,14.52
4.9360e-02,14.36
4.9380e-02,14.2
4.9400e-02,14.36
4.9420e-02,14.68
4.9440e-02,14.52
4.9460e-02,14.28
4.9480e-02,14.28
4.9500e-02,14.28
4.9520e-02,14.6
4.9540e-02,14.44
4.9560e-02,14.2
4.9580e-02,14.04
4.9600e-02,14.28
4.9620e-02,14.6
4.9640e-02,14.52
4.9660e-02,14.36
4.9680e-02,14.2
4.9700e-02,14.36
4.9720e-02,14.44
4.9740e-02,14.52
4.9760e-02,14.28
4.9780e-02,14.04
4.9800e-02,14.28
4.9820e-02,14.52
4.9840e-02,14.44
4.9860e-02,14.28
4.9880e-02,14.2
4.9900e-02,14.28
4.9920e-02,14.52
4.9940e-02,14.68
4.9960e-02,14.36
4.9980e-02,14.28
5.0000e-02,14.44
5.0020e-02,14.68
5.0040e-02,14.52
5.0060e-02,14.36
5.0080e-02,14.2
5.0100e-02,14.44
5.0120e-02,14.6
5.0140e-02,14.52
5.0160e-02,14.28
5.0180e-02,14.12
5.0200e-02,14.36
5.0220e-02,14.68
5.0240e-02,14.6
5.0260e-02,14.36
5.0280e-02,14.28
5.0300e-02,14.36
5.0320e-02,14.6
5.0340e-02,14.44
5.0360e-02,14.28
5.0380e-02,14.2
5.0400e-02,14.36
5.0420e-02,14.6
5.0440e-02,14.6
5.0460e-02,14.36
5.0480e-02,14.2
5.0500e-02,14.36
5.0520e-02,14.6
5.0540e-02,14.52
5.0560e-02,14.36
5.0580e-02,14.28
5.0600e-02,14.44
5.0620e-02,14.52
5.0640e-02,14.52
5.0660e-02,14.28
5.0680e-02,14.28
5.0700e-02,14.36
5.0720e-02,14.6
5.0740e-02,14.6
5.0760e-02,14.36
5.0780e-02,14.28
5.0800e-02,14.36
5.0820e-02,14.76
5.0840e-02,14.6
5.0860e-02,14.44
5.0880e-02,14.36
5.0900e-02,14.36
5.0920e-02,14.68
5.0940e-02,14.6
5.0960e-02,14.28
5.0980e-02,14.36
5.1000e-02,14.44
5.1020e-02,14.52
5.1040e-02,14.52
5.1060e-02,14.28
5.1080e-02,14.28
5.1100e-02,14.44
5.1120e-02,14.68
5.1140e-02,14.6
5.1160e-02,14.36
5.1180e-02,14.2
5.1200e-02,14.44
5.1220e-02,14.68
5.1240e-02,14.6
5.1260e-02,14.36
5.1280e-02,14.28
5.1300e-02,14.28
5.1320e-02,14.6
5.1340e-02,14.52
5.1360e-02,14.36
5.1380e-02,14.36
5.1400e-02,14.36
5.1420e-02,14.68
5.1440e-02,14.6
5.1460e-02,14.36
5.1480e-02,14.28
5.1500e-02,14.52
5.1520e-02,14.76
5.1540e-02,14.6
5.1560e-02,14.44
5.1580e-02,14.28
5.1600e-02,14.36
5.1620e-02,14.68
5.1640e-02,14.68
5.1660e-02,14.44
5.1680e-02,14.28
5.1700e-02,14.36
5.1720e-02,14.52
5.1740e-02,14.6
5.1760e-02,14.28
5.1780e-02,14.2
5.1800e-02,14.36
5.1820e-02,14.6
5.1840e-02,14.6
5.1860e-02,14.36
5.1880e-02,14.36
5.1900e-02,14.44
5.1920e-02,14.52
5.1940e-02,14.52
5.1960e-02,14.36
5.1980e-02,14.2
5.2000e-02,14.52
5.2020e-02,14.6
5.2040e-02,14.6
5.2060e-02,14.36
5.2080e-02,14.28
5.2100e-02,14.44
5.2120e-02,14.6
5.2140e-02,14.6
5.2160e-02,14.44
5.2180e-02,14.36
5.2200e-02,14.36
5.2220e-02,14.68
5.2240e-02,14.6
5.2260e-02,14.36
5.2280e-02,14.28
5.2300e-02,14.36
5.2320e-02,14.6
5.2340e-02,14.52
5.2360e-02,14.28
5.2380e-02,14.28
5.2400e-02,14.36
5.2420e-02,14.68
5.2440e-02,14.44
5.2460e-02,14.36
5.2480e-02,14.28
5.2500e-02,14.44
5.2520e-02,14.52
5.2540e-02,14.52
5.2560e-02,14.28
5.2580e-02,14.28
5.2600e-02,14.36
5.2620e-02,14.68
5.2640e-02,14.6
5.2660e-02,14.36
5.2680e-02,14.28
5.2700e-02,14.52
5.2720e-02,14.68
5.2740e-02,14.68
5.2760e-02,14.36
5.2780e-02,14.28
5.2800e-02,14.28
5.2820e-02,14.76
5.2840e-02,14.68
5.2860e-02,14.44
5.2880e-02,14.36
5.2900e-02,14.6
5.2920e-02,14.76
5.2940e-02,14.68
5.2960e-02,14.36
5.2980e-02,14.36
5.3000e-02,14.44
5.3020e-02,14.76
5.3040e-02,14.68
5.3060e-02,14.36
5.3080e-02,14.28
5.3100e-02,14.52
5.3120e-02,14.52
5.3140e-02,14.52
5.3160e-02,14.36
5.3180e-02,14.28
5.3200e-02,14.44
5.3220e-02,14.68
5.3240e-02,14.68
5.3260e-02,14.52
5.3280e-02,14.28
5.3300e-02,14.36
5.3320e-02,14.84
5.3340e-02,14.68
5.3360e-02,14.44
5.3380e-02,14.28
5.3400e-02,14.36
5.3420e-02,14.68
5.3440e-02,14.68
5.3460e-02,14.36
5.3480e-02,14.28
5.3500e-02,14.52
5.3520e-02,14.76
5.3540e-02,14.52
5.3560e-02,14.36
5.3580e-02,14.2
5.3600e-02,14.52
5.3620e-02,14.68
5.3640e-02,14.6
5.3660e-02,14.44
5.3680e-02,14.28
5.3700e-02,14.44
5.3720e-02,14.6
5.3740e-02,14.52
5.3760e-02,14.44
5.3780e-02,14.28
5.3800e-02,14.36
5.3820e-02,14.52
5.3840e-02,14.52
5.3860e-02,14.36
5.3880e-02,14.28
5.3900e-02,14.44
5.3920e-02,14.6
5.3940e-02,14.6
5.3960e-02,14.36
5.3980e-02,14.28
5.4000e-02,14.44
5.4020e-02,14.52
5.4040e-02,14.6
5.4060e-02,14.36
5.4080e-02,14.12
5.4100e-02,14.44
5.4120e-02,14.68
5.4140e-02,14.52
5.4160e-02,14.36
5.4180e-02,14.28
5.4200e-02,14.44
5.4220e-02,14.68
5.4240e-02,14.6
5.4260e-02,14.44
5.4280e-02,14.36
5.4300e-02,14.52
5.4320e-02,14.68
5.4340e-02,14.76
5.4360e-02,14.52
5.4380e-02,14.36
5.4400e-02,14.52
5.4420e-02,14.84
5.4440e-02,14.6
5.4460e-02,14.36
5.4480e-02,14.28
5.4500e-02,14.52
5.4520e-02,14.68
5.4540e-02,14.6
5.4560e-02,14.28
5.4580e-02,14.44
5.4600e-02,14.52
5.4620e-02,14.84
5.4640e-02,14.6
5.4660e-02,14.36
5.4680e-02,14.36
5.4700e-02,14.52
5.4720e-02,14.76
5.4740e-02,14.84
5.4760e-02,14.44
5.4780e-02,14.36
5.4800e-02,14.52
5.4820e-02,14.6
5.4840e-02,14.76
5.4860e-02,14.36
5.4880e-02,14.36
5.4900e-02,14.44
5.4920e-02,14.68
5.4940e-02,14.76
5.4960e-02,14.44
5.4980e-02,14.28
5.5000e-02,14.52
5.5020e-02,14.68
5.5040e-02,14.6
5.5060e-02,14.36
5.5080e-02,14.36
5.5100e-02,14.52
5.5120e-02,14.76
5.5140e-02,14.6
5.5160e-02,14.44
5.5180e-02,14.36
5.5200e-02,14.52
5.5220e-02,14.68
5.5240e-02,14.68
5.5260e-02,14.44
5.5280e-02,14.36
5.5300e-02,14.44
5.5320e-02,14.76
5.5340e-02,14.6
5.5360e-02,14.52
5.5380e-02,14.36
5.5400e-02,14.44
5.5420e-02,14.76
5.5440e-02,14.6
5.5460e-02,14.44
5.5480e-02,14.28
5.5500e-02,14.52
5.5520e-02,14.68
5.5540e-02,14.6
5.5560e-02,14.28
5.5580e-02,14.44
5.5600e-02,14.52
5.5620e-02,14.76
5.5640e-02,14.6
5.5660e-02,14.44
5.5680e-02,14.28
5.5700e-02,14.44
5.5720e-02,14.84
5.5740e-02,14.68
5.5760e-02,14.44
5.5780e-02,14.36
5.5800e-02,14.6
5.5820e-02,14.68
5.5840e-02,14.6
5.5860e-02,14.44
5.5880e-02,14.36
5.5900e-02,14.52
5.5920e-02,14.6
5.5940e-02,14.6
5.5960e-02,14.36
5.5980e-02,14.36
5.6000e-02,14.44
5.6020e-02,14.76
5.6040e-02,14.52
5.6060e-02,14.36
5.6080e-02,14.2
5.6100e-02,14.44
5.6120e-02,14.68
5.6140e-02,14.68
5.6160e-02,14.28
5.6180e-02,14.2
5.6200e-02,14.44
5.6220e-02,14.68
5.6240e-02,14.52
5.6260e-02,14.44
5.6280e-02,14.28
5.6300e-02,14.52
5.6320e-02,14.68
5.6340e-02,14.6
5.6360e-02,14.28
5.6380e-02,14.28
5.6400e-02,14.36
5.6420e-02,14.52
5.6440e-02,14.6
5.6460e-02,14.36
5.6480e-02,14.28
5.6500e-02,14.36
5.6520e-02,14.6
5.6540e-02,14.52
5.6560e-02,14.44
5.6580e-02,14.28
5.6600e-02,14.44
5.6620e-02,14.68
5.6640e-02,14.6
5.6660e-02,14.36
5.6680e-02,14.28
5.6700e-02,14.52
5.6720e-02,14.92
5.6740e-02,14.68
5.6760e-02,14.36
5.6780e-02,14.36
5.6800e-02,14.44
5.6820e-02,14.68
5.6840e-02,14.68
5.6860e-02,14.36
5.6880e-02,14.36
5.6900e-02,14.44
5.6920e-02,14.76
5.6940e-02,14.6
5.6960e-02,14.44
5.6980e-02,14.36
5.7000e-02,14.44
5.7020e-02,14.68
5.7040e-02,14.52
5.7060e-02,14.28
5.7080e-02,14.28
5.7100e-02,14.44
5.7120e-02,14.68
5.7140e-02,14.68
5.7160e-02,14.36
5.7180e-02,14.28
5.7200e-02,14.44
5.7220e-02,14.68
5.7240e-02,14.52
5.7260e-02,14.28
5.7280e-02,14.28
5.7300e-02,14.44
5.7320e-02,14.6
5.7340e-02,14.6
5.7360e-02,14.36
5.7380e-02,14.28
5.7400e-02,14.44
5.7420e-02,14.68
5.7440e-02,14.76
5.7460e-02,14.44
5.7480e-02,14.36
5.7500e-02,14.52
5.7520e-02,14.68
5.7540e-02,14.76
5.7560e-02,14.44
5.7580e-02,14.36
5.7600e-02,14.52
5.7620e-02,14.68
5.7640e-02,14.68
5.7660e-02,14.36
5.7680e-02,14.28
5.7700e-02,14.6
5.7720e-02,14.76
5.7740e-02,14.68
5.7760e-02,14.36
5.7780e-02,14.36
5.7800e-02,14.36
5.7820e-02,14.68
5.7840e-02,14.52
5.7860e-02,14.28
5.7880e-02,14.44
5.7900e-02,14.36
5.7920e-02,14.76
5.7940e-02,14.68
5.7960e-02,14.36
5.7980e-02,14.36
5.8000e-02,14.52
5.8020e-02,14.68
5.8040e-02,14.6
5.8060e-02,14.36
5.8080e-02,14.36
5.8100e-02,14.52
5.8120e-02,14.68
5.8140e-02,14.6
5.8160e-02,14.44
5.8180e-02,14.44
5.8200e-02,14.44
5.8220e-02,14.68
5.8240e-02,14.76
5.8260e-02,14.44
5.8280e-02,14.36
5.8300e-02,14.44
5.8320e-02,14.68
5.8340e-02,14.76
5.8360e-02,14.36
5.8380e-02,14.36
5.8400e-02,14.52
5.8420e-02,14.92
5.8440e-02,14.68
5.8460e-02,14.36
5.8480e-02,14.44
5.8500e-02,14.52
5.8520e-02,14.84
5.8540e-02,14.6
5.8560e-02,14.44
5.8580e-02,14.36
5.8600e-02,14.52
5.8620e-02,14.76
5.8640e-02,14.84
5.8660e-02,14.36
5.8680e-02,14.36
5.8700e-02,14.6
5.8720e-02,14.76
5.8740e-02,14.6
5.8760e-02,14.44
5.8780e-02,14.36
5.8800e-02,14.52
5.8820e-02,14.76
5.8840e-02,14.68
5.8860e-02,14.28
5.8880e-02,14.52
5.8900e-02,14.44
5.8920e-02,14.68
5.8940e-02,14.52
5.8960e-02,14.52
5.8980e-02,14.36
5.9000e-02,14.44
5.9020e-02,14.68
5.9040e-02,14.68
5.9060e-02,14.44
5.9080e-02,14.28
5.9100e-02,14.44
5.9120e-02,14.76
5.9140e-02,14.68
5.9160e-02,14.36
5.9180e-02,14.28
5.9200e-02,14.52
5.9220e-02,14.76
5.9240e-02,14.76
5.9260e-02,14.52
5.9280e-02,14.44
5.9300e-02,14.52
5.9320e-02,14.84
5.9340e-02,14.76
5.9360e-02,14.52
5.9380e-02,14.36
5.9400e-02,14.52
5.9420e-02,14.84
5.9440e-02,14.6
5.9460e-02,14.36
5.9480e-02,14.36
5.9500e-02,14.52
5.9520e-02,14.84
5.9540e-02,14.68
5.9560e-02,14.44
5.9580e-02,14.52
5.9600e-02,14.52
5.9620e-02,14.76
5.9640e-02,14.68
5.9660e-02,14.36
5.9680e-02,14.36
5.9700e-02,14.44
5.9720e-02,14.68
5.9740e-02,14.76
5.9760e-02,14.52
5.9780e-02,14.52
5.9800e-02,14.68
5.9820e-02,14.68
5.9840e-02,14.68
5.9860e-02,14.44
5.9880e-02,14.44
5.9900e-02,14.6
5.9920e-02,14.84
5.9940e-02,14.76
5.9960e-02,14.44
5.9980e-02,14.44
6.0000e-02,14.52
6.0020e-02,14.84
6.0040e-02,14.68
6.0060e-02,14.52
6.0080e-02,14.44
6.0100e-02,14.52
6.0120e-02,14.68
6.0140e-02,14.76
6.0160e-02,14.44
6.0180e-02,14.36
6.0200e-02,14.52
6.0220e-02,14.84
6.0240e-02,14.68
6.0260e-02,14.52
6.0280e-02,14.52
6.0300e-02,14.52
6.0320e-02,14.76
6.0340e-02,14.76
6.0360e-02,14.44
6.0380e-02,14.28
6.0400e-02,14.52
6.0420e-02,14.84
6.0440e-02,14.76
6.0460e-02,14.52
6.0480e-02,14.44
6.0500e-02,14.44
6.0520e-02,14.92
6.0540e-02,14.68
6.0560e-02,14.36
6.0580e-02,14.36
6.0600e-02,14.6
6.0620e-02,14.84
6.0640e-02,14.76
6.0660e-02,14.6
6.0680e-02,14.44
6.0700e-02,14.52
6.0720e-02,14.76
6.0740e-02,14.6
6.0760e-02,14.36
6.0780e-02,14.36
6.0800e-02,14.52
6.0820e-02,14.92
6.0840e-02,14.76
6.0860e-02,14.44
6.0880e-02,14.52
6.0900e-02,14.6
6.0920e-02,14.84
6.0940e-02,14.6
6.0960e-02,14.44
6.0980e-02,14.36
6.1000e-02,14.52
6.1020e-02,14.92
6.1040e-02,14.6
6.1060e-02,14.44
6.1080e-02,14.44
6.1100e-02,14.52
6.1120e-02,14.84
6.1140e-02,14.68
6.1160e-02,14.52
6.1180e-02,14.52
6.1200e-02,14.68
6.1220e-02,14.84
6.1240e-02,14.68
6.1260e-02,14.52
6.1280e-02,14.44
6.1300e-02,14.52
6.1320e-02,14.84
6.1340e-02,14.68
6.1360e-02,14.52
6.1380e-02,14.44
6.1400e-02,14.52
6.1420e-02,14.84
6.1440e-02,14.68
6.1460e-02,14.44
6.1480e-02,14.36
6.1500e-02,14.52
6.1520e-02,14.84
6.1540e-02,14.76
6.1560e-02,14.52
6.1580e-02,14.6
6.1600e-02,14.6
6.1620e-02,14.84
6.1640e-02,14.76
6.1660e-02,14.52
6.1680e-02,14.44
6.1700e-02,14.6
6.1720e-02,14.76
6.1740e-02,14.76
6.1760e-02,14.44
6.1780e-02,14.52
6.1800e-02,14.6
6.1820e-02,14.84
6.1840e-02,14.76
6.1860e-02,14.52
6.1880e-02,14.52
6.1900e-02,14.6
6.1920e-02,14.84
6.1940e-02,14.68
6.1960e-02,14.44
6.1980e-02,14.44
6.2000e-02,14.68
6.2020e-02,14.92
6.2040e-02,14.76
6.2060e-02,14.52
6.2080e-02,14.6
6.2100e-02,14.52
6.2120e-02,14.92
6.2140e-02,14.68
6.2160e-02,14.36
6.2180e-02,14.44
6.2200e-02,14.68
6.2220e-02,14.84
6.2240e-02,14.84
6.2260e-02,14.52
6.2280e-02,14.52
6.2300e-02,14.6
6.2320e-02,14.84
6.2340e-02,14.68
6.2360e-02,14.52
6.2380e-02,14.44
6.2400e-02,14.68
6.2420e-02,14.92
6.2440e-02,14.84
6.2460e-02,14.36
6.2480e-02,14.52
6.2500e-02,14.6
6.2520e-02,14.84
6.2540e-02,14.84
6.2560e-02,14.52
6.2580e-02,14.6
6.2600e-02,14.68
6.2620e-02,15
6.2640e-02,14.92
6.2660e-02,14.52
6.2680e-02,14.44
6.2700e-02,14.68
6.2720e-02,14.92
6.2740e-02,14.68
6.2760e-02,14.52
6.2780e-02,14.6
6.2800e-02,14.76
6.2820e-02,15
6.2840e-02,15
6.2860e-02,14.52
6.2880e-02,14.52
6.2900e-02,14.68
6.2920e-02,14.84
6.2940e-02,14.84
6.2960e-02,14.44
6.2980e-02,14.52
6.3000e-02,14.68
6.3020e-02,14.84
6.3040e-02,14.92
6.3060e-02,14.52
6.3080e-02,14.52
6.3100e-02,14.6
6.3120e-02,14.92
6.3140e-02,14.84
6.3160e-02,14.44
6.3180e-02,14.52
6.3200e-02,14.68
6.3220e-02,14.84
6.3240e-02,14.76
6.3260e-02,14.52
6.3280e-02,14.52
6.3300e-02,14.68
6.3320e-02,14.92
6.3340e-02,14.76
6.3360e-02,14.44
6.3380e-02,14.52
6.3400e-02,14.6
6.3420e-02,14.92
6.3440e-02,14.84
6.3460e-02,14.52
6.3480e-02,14.44
6.3500e-02,14.6
6.3520e-02,14.84
6.3540e-02,14.76
6.3560e-02,14.6
6.3580e-02,14.52
6.3600e-02,14.68
6.3620e-02,14.84
6.3640e-02,14.76
6.3660e-02,14.44
6.3680e-02,14.52
6.3700e-02,14.76
6.3720e-02,14.92
6.3740e-02,14.76
6.3760e-02,14.6
6.3780e-02,14.52
6.3800e-02,14.68
6.3820e-02,14.84
6.3840e-02,14.76
6.3860e-02,14.52
6.3880e-02,14.52
6.3900e-02,14.68
6.3920e-02,14.84
6.3940e-02,14.68
6.3960e-02,14.6
6.3980e-02,14.52
6.4000e-02,14.6
6.4020e-02,15
6.4040e-02,14.84
6.4060e-02,14.52
6.4080e-02,14.52
6.4100e-02,14.6
6.4120e-02,14.92
6.4140e-02,14.76
6.4160e-02,14.52
6.4180e-02,14.52
6.4200e-02,14.6
6.4220e-02,14.92
6.4240e-02,14.68
6.4260e-02,14.52
6.4280e-02,14.44
6.4300e-02,14.68
6.4320e-02,14.84
6.4340e-02,14.84
6.4360e-02,14.52
6.4380e-02,14.52
6.4400e-02,14.76
6.4420e-02,14.92
6.4440e-02,14.84
6.4460e-02,14.6
6.4480e-02,14.52
6.4500e-02,14.6
6.4520e-02,15
6.4540e-02,14.76
6.4560e-02,14.52
6.4580e-02,14.52
6.4600e-02,14.6
6.4620e-02,14.92
6.4640e-02,14.68
6.4660e-02,14.36
6.4680e-02,14.52
6.4700e-02,14.68
6.4720e-02,14.92
6.4740e-02,14.84
6.4760e-02,14.52
6.4780e-02,14.44
6.4800e-02,14.68
6.4820e-02,14.84
6.4840e-02,14.76
6.4860e-02,14.52
6.4880e-02,14.44
6.4900e-02,14.68
6.4920e-02,14.84
6.4940e-02,14.68
6.4960e-02,14.52
6.4980e-02,14.36
6.5000e-02,14.6
6.5020e-02,14.92
6.5040e-02,14.84
6.5060e-02,14.44
6.5080e-02,14.52
6.5100e-02,14.68
6.5120e-02,14.84
6.5140e-02,14.76
6.5160e-02,14.44
6.5180e-02,14.52
6.5200e-02,14.84
6.5220e-02,15
6.5240e-02,14.76
6.5260e-02,14.6
6.5280e-02,14.6
6.5300e-02,14.68
6.5320e-02,14.92
6.5340e-02,14.84
6.5360e-02,14.52
6.5380e-02,14.52
6.5400e-02,14.68
6.5420e-02,15
6.5440e-02,14.84
6.5460e-02,14.6
6.5480e-02,14.44
6.5500e-02,14.76
6.5520e-02,14.92
6.5540e-02,14.92
6.5560e-02,14.52
6.5580e-02,14.36
6.5600e-02,14.68
6.5620e-02,14.84
6.5640e-02,14.84
6.5660e-02,14.68
6.5680e-02,14.6
6.5700e-02,14.6
6.5720e-02,14.92
6.5740e-02,14.76
6.5760e-02,14.52
6.5780e-02,14.68
6.5800e-02,14.76
6.5820e-02,15
6.5840e-02,14.84
6.5860e-02,14.44
6.5880e-02,14.68
6.5900e-02,14.76
6.5920e-02,15
6.5940e-02,14.76
6.5960e-02,14.36
6.5980e-02,14.6
6.6000e-02,14.68
6.6020e-02,15
6.6040e-02,14.76
6.6060e-02,14.52
6.6080e-02,14.52
6.6100e-02,14.68
6.6120e-02,15
6.6140e-02,14.84
6.6160e-02,14.52
6.6180e-02,14.44
6.6200e-02,14.68
6.6220e-02,15
6.6240e-02,14.76
6.6260e-02,14.52
6.6280e-02,14.52
6.6300e-02,14.68
6.6320e-02,14.92
6.6340e-02,14.84
6.6360e-02,14.52
6.6380e-02,14.52
6.6400e-02,14.76
6.6420e-02,15
6.6440e-02,14.84
6.6460e-02,14.52
6.6480e-02,14.6
6.6500e-02,14.84
6.6520e-02,15
6.6540e-02,14.76
6.6560e-02,14.6
6.6580e-02,14.6
6.6600e-02,14.84
6.6620e-02,15
6.6640e-02,14.84
6.6660e-02,14.52
6.6680e-02,14.52
6.6700e-02,14.84
6.6720e-02,15
6.6740e-02,14.84
6.6760e-02,14.52
6.6780e-02,14.6
6.6800e-02,14.84
6.6820e-02,14.92
6.6840e-02,14.84
6.6860e-02,14.52
6.6880e-02,14.6
6.6900e-02,14.68
6.6920e-02,15
6.6940e-02,15
6.6960e-02,14.44
6.6980e-02,14.52
6.7000e-02,14.76
6.7020e-02,14.92
6.7040e-02,14.76
6.7060e-02,14.52
6.7080e-02,14.52
6.7100e-02,14.76
6.7120e-02,15
6.7140e-02,14.68
6.7160e-02,14.52
6.7180e-02,14.6
6.7200e-02,14.76
6.7220e-02,15
6.7240e-02,14.84
6.7260e-02,14.52
6.7280e-02,14.52
6.7300e-02,14.76
6.7320e-02,14.92
6.7340e-02,14.84
6.7360e-02,14.52
6.7380e-02,14.68
6.7400e-02,14.68
6.7420e-02,15
6.7440e-02,14.84
6.7460e-02,14.52
6.7480e-02,14.52
6.7500e-02,14.68
6.7520e-02,14.92
6.7540e-02,14.76
6.7560e-02,14.52
6.7580e-02,14.52
6.7600e-02,14.6
6.7620e-02,14.92
6.7640e-02,14.76
6.7660e-02,14.36
6.7680e-02,14.52
6.7700e-02,14.76
6.7720e-02,14.92
6.7740e-02,14.76
6.7760e-02,14.44
6.7780e-02,14.52
6.7800e-02,14.76
6.7820e-02,14.84
6.7840e-02,14.76
6.7860e-02,14.6
6.7880e-02,14.52
6.7900e-02,14.68
6.7920e-02,14.92
6.7940e-02,14.84
6.7960e-02,14.52
6.7980e-02,14.52
6.8000e-02,14.68
6.8020e-02,14.92
6.8040e-02,14.76
6.8060e-02,14.52
6.8080e-02,14.6
6.8100e-02,14.68
6.8120e-02,14.84
6.8140e-02,14.84
6.8160e-02,14.52
6.8180e-02,14.6
6.8200e-02,14.76
6.8220e-02,15
6.8240e-02,14.84
6.8260e-02,14.52
6.8280e-02,14.6
6.8300e-02,14.68
6.8320e-02,15
6.8340e-02,14.84
6.8360e-02,14.52
6.8380e-02,14.6
6.8400e-02,14.68
6.8420e-02,14.92
6.8440e-02,14.84
6.8460e-02,14.6
6.8480e-02,14.44
6.8500e-02,14.76
6.8520e-02,14.92
6.8540e-02,14.84
6.8560e-02,14.6
6.8580e-02,14.6
6.8600e-02,14.6
6.8620e-02,14.84
6.8640e-02,14.84
6.8660e-02,14.52
6.8680e-02,14.44
6.8700e-02,14.68
6.8720e-02,15
6.8740e-02,14.76
6.8760e-02,14.6
6.8780e-02,14.52
6.8800e-02,14.76
6.8820e-02,15
6.8840e-02,14.68
6.8860e-02,14.52
6.8880e-02,14.44
6.8900e-02,14.68
6.8920e-02,14.92
6.8940e-02,14.84
6.8960e-02,14.52
6.8980e-02,14.44
6.9000e-02,14.84
6.9020e-02,15
6.9040e-02,14.84
6.9060e-02,14.52
6.9080e-02,14.6
6.9100e-02,14.68
6.9120e-02,15
6.9140e-02,14.92
6.9160e-02,14.28
6.9180e-02,14.52
6.9200e-02,14.76
6.9220e-02,14.92
6.9240e-02,14.84
6.9260e-02,14.44
6.9280e-02,14.52
6.9300e-02,14.68
6.9320e-02,14.92
6.9340e-02,14.68
6.9360e-02,14.36
6.9380e-02,14.52
6.9400e-02,14.6
6.9420e-02,15
6.9440e-02,14.84
6.9460e-02,14.6
6.9480e-02,14.68
6.9500e-02,14.76
6.9520e-02,15
6.9540e-02,14.76
6.9560e-02,14.44
6.9580e-02,14.6
6.9600e-02,14.76
6.9620e-02,15
6.9640e-02,14.92
6.9660e-02,14.52
6.9680e-02,14.6
6.9700e-02,14.84
6.9720e-02,14.92
6.9740e-02,14.84
6.9760e-02,14.76
6.9780e-02,14.68
6.9800e-02,14.68
6.9820e-02,15
6.9840e-02,14.76
6.9860e-02,15.32
6.9880e-02,14.6
6.9900e-02,14.84
6.9920e-02,14.92
6.9940e-02,14.76
6.9960e-02,14.6
6.9980e-02,14.6
7.0000e-02,14.68
7.0020e-02,15
7.0040e-02,14.76
7.0060e-02,14.52
7.0080e-02,14.6
7.0100e-02,14.84
7.0120e-02,15
7.0140e-02,14.84
7.0160e-02,14.2
7.0180e-02,14.6
7.0200e-02,14.68
7.0220e-02,15
7.0240e-02,14.84
7.0260e-02,14.6
7.0280e-02,14.68
7.0300e-02,14.76
7.0320e-02,14.84
7.0340e-02,14.92
7.0360e-02,14.52
7.0380e-02,14.6
7.0400e-02,14.6
7.0420e-02,15
7.0440e-02,14.68
7.0460e-02,14.76
7.0480e-02,14.68
7.0500e-02,14.76
7.0520e-02,14.92
7.0540e-02,14.84
7.0560e-02,14.6
7.0580e-02,14.6
7.0600e-02,14.76
7.0620e-02,15
7.0640e-02,14.84
7.0660e-02,14.44
7.0680e-02,14.52
7.0700e-02,14.76
7.0720e-02,15
7.0740e-02,14.76
7.0760e-02,14.52
7.0780e-02,14.6
7.0800e-02,14.76
7.0820e-02,15
7.0840e-02,14.84
7.0860e-02,14.36
7.0880e-02,14.68
7.0900e-02,14.84
7.0920e-02,15.08
7.0940e-02,14.84
7.0960e-02,14.68
7.0980e-02,14.6
7.1000e-02,14.84
7.1020e-02,15
7.1040e-02,14.84
7.1060e-02,14.52
7.1080e-02,14.52
7.1100e-02,14.76
7.1120e-02,14.84
7.1140e-02,14.84
7.1160e-02,14.6
7.1180e-02,14.52
7.1200e-02,14.68
7.1220e-02,15
7.1240e-02,14.76
7.1260e-02,14.52
7.1280e-02,14.52
7.1300e-02,14.84
7.1320e-02,14.92
7.1340e-02,14.84
7.1360e-02,14.52
7.1380e-02,14.6
7.1400e-02,14.76
7.1420e-02,15
7.1440e-02,14.76
7.1460e-02,14.52
7.1480e-02,14.68
7.1500e-02,14.76
7.1520e-02,14.92
7.1540e-02,14.92
7.1560e-02,14.52
7.1580e-02,14.6
7.1600e-02,14.76
7.1620e-02,14.92
7.1640e-02,14.84
7.1660e-02,14.52
7.1680e-02,14.6
7.1700e-02,14.76
7.1720e-02,15
7.1740e-02,14.76
7.1760e-02,14.68
7.1780e-02,14.68
7.1800e-02,14.68
7.1820e-02,15
7.1840e-02,14.84
